"id";"categoria";"subtema";"perfil_usuario";"pergunta";"resposta";"canal_sugerido";"prioridade"
"FAQ-0051";"Bloqueio Preventivo";"prazo para liberacao";"trabalhador que usa integracao";"Por que meu cartao Riocard foi bloqueado? Sou trabalhador que usa integracao e o caso envolve prazo para liberacao. Nao sei se foi erro ou fraude.";"O bloqueio preventivo e acionado quando o sistema identifica uso fora do padrao esperado do titular. Confirme seus dados e solicite analise do caso no canal indicado. Para esse tipo de situacao (prazo para liberacao), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Alta"
"FAQ-0052";"Bloqueio Preventivo";"prazo para liberacao";"titular com deslocamento recorrente";"Meu cartao parou de funcionar do nada. O que aconteceu? Sou titular com deslocamento recorrente e o caso envolve prazo para liberacao. Quero uma orientacao clara para nao perder o beneficio.";"Quando o cartao apresenta comportamento atipico, ele pode ser bloqueado para evitar uso indevido. O ideal e consultar o status e pedir revisao imediatamente. Para esse tipo de situacao (prazo para liberacao), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
"FAQ-0053";"Bloqueio Preventivo";"prazo para liberacao";"beneficiario de gratuidade";"Recebi informacao de bloqueio preventivo. Como devo proceder? Sou beneficiario de gratuidade e o caso envolve prazo para liberacao. Estou tentando entender antes de usar novamente.";"Se o bloqueio foi gerado por seguranca, a recomendacao e validar titularidade e aguardar a revisao do atendimento. Em geral o cartao permanece bloqueado ate a conclusao da analise. Para esse tipo de situacao (prazo para liberacao), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Alta"
"FAQ-0054";"Bloqueio Preventivo";"prazo para liberacao";"trabalhador que usa integracao";"O sistema bloqueou meu cartao por seguranca. O que significa? Sou trabalhador que usa integracao e o caso envolve prazo para liberacao. Nao sei se foi erro ou fraude.";"Esse tipo de bloqueio busca proteger o usuario contra movimentacoes suspeitas. Depois da confirmacao dos dados, a equipe informa se o cartao sera desbloqueado ou substituido. Para esse tipo de situacao (prazo para liberacao), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Alta"
"FAQ-0055";"Bloqueio Preventivo";"prazo para liberacao";"titular com deslocamento recorrente";"Meu cartao estava normal e agora aparece como bloqueado. Qual pode ser o motivo? Sou titular com deslocamento recorrente e o caso envolve prazo para liberacao. Quero uma orientacao clara para nao perder o beneficio.";"Se houver uso em local ou horario incomum, o sistema pode interromper o uso preventivamente. O proximo passo e abrir uma solicitacao para verificacao. Para esse tipo de situacao (prazo para liberacao), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
"FAQ-0056";"Bloqueio Preventivo";"prazo para liberacao";"beneficiario de gratuidade";"Como confirmar se o bloqueio foi realmente preventivo? Sou beneficiario de gratuidade e o caso envolve prazo para liberacao. Estou tentando entender antes de usar novamente.";"A orientacao e consultar o historico recente de uso, confirmar se houve tentativa por terceiros e seguir com a analise pelos canais oficiais. Para esse tipo de situacao (prazo para liberacao), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Alta"
"FAQ-0057";"Bloqueio Preventivo";"prazo para liberacao";"trabalhador que usa integracao";"O bloqueio preventivo acontece por quanto tempo? Sou trabalhador que usa integracao e o caso envolve prazo para liberacao. Nao sei se foi erro ou fraude.";"O bloqueio preventivo e acionado quando o sistema identifica uso fora do padrao esperado do titular. Confirme seus dados e solicite analise do caso no canal indicado. Para esse tipo de situacao (prazo para liberacao), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Alta"
"FAQ-0058";"Bloqueio Preventivo";"prazo para liberacao";"titular com deslocamento recorrente";"Consigo usar o cartao enquanto a analise esta em andamento? Sou titular com deslocamento recorrente e o caso envolve prazo para liberacao. Quero uma orientacao clara para nao perder o beneficio.";"Quando o cartao apresenta comportamento atipico, ele pode ser bloqueado para evitar uso indevido. O ideal e consultar o status e pedir revisao imediatamente. Para esse tipo de situacao (prazo para liberacao), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
"FAQ-0059";"Bloqueio Preventivo";"prazo para liberacao";"beneficiario de gratuidade";"Quais documentos podem ser pedidos para desbloquear o cartao? Sou beneficiario de gratuidade e o caso envolve prazo para liberacao. Estou tentando entender antes de usar novamente.";"Se o bloqueio foi gerado por seguranca, a recomendacao e validar titularidade e aguardar a revisao do atendimento. Em geral o cartao permanece bloqueado ate a conclusao da analise. Para esse tipo de situacao (prazo para liberacao), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Alta"
"FAQ-0060";"Bloqueio Preventivo";"prazo para liberacao";"trabalhador que usa integracao";"Como saber se o bloqueio foi por suspeita de fraude? Sou trabalhador que usa integracao e o caso envolve prazo para liberacao. Nao sei se foi erro ou fraude.";"Esse tipo de bloqueio busca proteger o usuario contra movimentacoes suspeitas. Depois da confirmacao dos dados, a equipe informa se o cartao sera desbloqueado ou substituido. Para esse tipo de situacao (prazo para liberacao), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Alta"
"FAQ-0061";"Uso Indevido e Fraude";"uso por terceiro";"beneficiario de gratuidade";"Vi uma transacao que nao reconheco. O que faco? Sou beneficiario de gratuidade e o caso envolve uso por terceiro. Estou tentando entender antes de usar novamente.";"Quando existe transacao nao reconhecida, a recomendacao e registrar contestacao e pedir bloqueio imediato para evitar novas utilizacoes. Para esse tipo de situacao (uso por terceiro), a orientacao mais segura e consultar whatsapp e confirmar o historico recente do cartao antes de tentar novo uso.";"WhatsApp";"Alta"
"FAQ-0062";"Uso Indevido e Fraude";"uso por terceiro";"trabalhador que usa integracao";"Apareceu uso do meu cartao em um local onde eu nao estava. Como contestar? Sou trabalhador que usa integracao e o caso envolve uso por terceiro. Nao sei se foi erro ou fraude.";"A analise compara horario, local e frequencia de uso do cartao. Se o evento for confirmado como incompatível com seu perfil, o caso segue para tratativa antifraude. Para esse tipo de situacao (uso por terceiro), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Alta"
"FAQ-0063";"Uso Indevido e Fraude";"uso por terceiro";"titular com deslocamento recorrente";"Como denunciar uso indevido do meu cartao? Sou titular com deslocamento recorrente e o caso envolve uso por terceiro. Quero uma orientacao clara para nao perder o beneficio.";"A melhor acao inicial e bloquear o cartao, informar as movimentacoes suspeitas e aguardar a avaliacao do historico pelo atendimento. Para esse tipo de situacao (uso por terceiro), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
"FAQ-0064";"Uso Indevido e Fraude";"uso por terceiro";"beneficiario de gratuidade";"Meu cartao pode ter sido clonado? Sou beneficiario de gratuidade e o caso envolve uso por terceiro. Estou tentando entender antes de usar novamente.";"Suspeita de clonagem ocorre quando aparecem validacoes sem aderencia ao uso esperado do titular. Nessa situacao normalmente se recomenda segunda via. Para esse tipo de situacao (uso por terceiro), a orientacao mais segura e consultar whatsapp e confirmar o historico recente do cartao antes de tentar novo uso.";"WhatsApp";"Alta"
"FAQ-0065";"Uso Indevido e Fraude";"uso por terceiro";"trabalhador que usa integracao";"Alguem usou meu cartao sem autorizacao. Qual o primeiro passo? Sou trabalhador que usa integracao e o caso envolve uso por terceiro. Nao sei se foi erro ou fraude.";"O atendimento verifica se houve deslocamento impossivel, uso simultaneo ou padrao incompatível com uso individual. Com isso define se o cartao sera liberado ou substituido. Para esse tipo de situacao (uso por terceiro), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Alta"
"FAQ-0066";"Uso Indevido e Fraude";"uso por terceiro";"titular com deslocamento recorrente";"Como saber se houve fraude no meu cartao? Sou titular com deslocamento recorrente e o caso envolve uso por terceiro. Quero uma orientacao clara para nao perder o beneficio.";"Nem toda sinalizacao indica fraude confirmada, mas toda anomalia relevante deve ser analisada. Por isso o ideal e abrir o chamado o quanto antes. Para esse tipo de situacao (uso por terceiro), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
"FAQ-0067";"Uso Indevido e Fraude";"uso por terceiro";"beneficiario de gratuidade";"O sistema identificou uso suspeito. Isso significa fraude confirmada? Sou beneficiario de gratuidade e o caso envolve uso por terceiro. Estou tentando entender antes de usar novamente.";"Quando existe transacao nao reconhecida, a recomendacao e registrar contestacao e pedir bloqueio imediato para evitar novas utilizacoes. Para esse tipo de situacao (uso por terceiro), a orientacao mais segura e consultar whatsapp e confirmar o historico recente do cartao antes de tentar novo uso.";"WhatsApp";"Alta"
"FAQ-0068";"Uso Indevido e Fraude";"uso por terceiro";"trabalhador que usa integracao";"Posso pedir revisao de movimentacoes que nao sao minhas? Sou trabalhador que usa integracao e o caso envolve uso por terceiro. Nao sei se foi erro ou fraude.";"A analise compara horario, local e frequencia de uso do cartao. Se o evento for confirmado como incompatível com seu perfil, o caso segue para tratativa antifraude. Para esse tipo de situacao (uso por terceiro), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Alta"
"FAQ-0069";"Uso Indevido e Fraude";"uso por terceiro";"titular com deslocamento recorrente";"O que acontece quando ha suspeita de uso por outra pessoa? Sou titular com deslocamento recorrente e o caso envolve uso por terceiro. Quero uma orientacao clara para nao perder o beneficio.";"A melhor acao inicial e bloquear o cartao, informar as movimentacoes suspeitas e aguardar a avaliacao do historico pelo atendimento. Para esse tipo de situacao (uso por terceiro), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
"FAQ-0070";"Uso Indevido e Fraude";"uso por terceiro";"beneficiario de gratuidade";"Consigo recuperar o cartao depois de uma suspeita de fraude? Sou beneficiario de gratuidade e o caso envolve uso por terceiro. Estou tentando entender antes de usar novamente.";"Suspeita de clonagem ocorre quando aparecem validacoes sem aderencia ao uso esperado do titular. Nessa situacao normalmente se recomenda segunda via. Para esse tipo de situacao (uso por terceiro), a orientacao mais segura e consultar whatsapp e confirmar o historico recente do cartao antes de tentar novo uso.";"WhatsApp";"Alta"
"FAQ-0071";"Uso Indevido e Fraude";"emprestimo indevido";"titular com deslocamento recorrente";"Vi uma transacao que nao reconheco. O que faco? Sou titular com deslocamento recorrente e o caso envolve emprestimo indevido. Quero uma orientacao clara para nao perder o beneficio.";"Quando existe transacao nao reconhecida, a recomendacao e registrar contestacao e pedir bloqueio imediato para evitar novas utilizacoes. Para esse tipo de situacao (emprestimo indevido), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
